NEURON;SYNAPSE;GAUSS-RAD;LOG-FACTOR;VOTE-PARAM;HIT
68X36;128;7;8;3;0.9651162791
68X36;128;7;10;2;0.9627906977
68X36;128;7;10;2.5;0.9697674419
68X36;128;7;10;3;0.9720930233
68X36;128;9;2;2;0.9604651163
68X36;128;9;2;2.5;0.9581395349
68X36;128;9;2;3;0.9558139535
68X36;128;9;4;2;0.9534883721
68X36;128;9;4;2.5;0.9534883721
68X36;128;9;4;3;0.9604651163
68X36;128;9;6;2;0.9465116279
68X36;128;9;6;2.5;0.9441860465
68X36;128;9;6;3;0.9441860465
68X36;128;9;8;2;0.9604651163
68X36;128;9;8;2.5;0.9581395349
68X36;128;9;8;3;0.9604651163
68X36;128;9;10;2;0.9604651163
68X36;128;9;10;2.5;0.9697674419
68X36;128;9;10;3;0.9651162791
68X36;256;1;2;2;0.6953488372
68X36;256;1;2;2.5;0.6930232558
68X36;256;1;2;3;0.6860465116
68X36;256;1;4;2;0.7162790698
68X36;256;1;4;2.5;0.723255814
68X36;256;1;4;3;0.711627907
68X36;256;1;6;2;0.7325581395
68X36;256;1;6;2.5;0.7279069767
68X36;256;1;6;3;0.7302325581
68X36;256;1;8;2;0.7255813953
68X36;256;1;8;2.5;0.7279069767
68X36;256;1;8;3;0.7348837209
68X36;256;1;10;2;0.7162790698
68X36;256;1;10;2.5;0.711627907
68X36;256;1;10;3;0.7209302326
68X36;256;3;2;2;0.9279069767
68X36;256;3;2;2.5;0.9209302326
68X36;256;3;2;3;0.9162790698
68X36;256;3;4;2;0.9279069767
68X36;256;3;4;2.5;0.9279069767
68X36;256;3;4;3;0.9209302326
68X36;256;3;6;2;0.9093023256
68X36;256;3;6;2.5;0.9093023256
68X36;256;3;6;3;0.9046511628
68X36;256;3;8;2;0.9139534884
68X36;256;3;8;2.5;0.9023255814
68X36;256;3;8;3;0.9069767442
68X36;256;3;10;2;0.8930232558
68X36;256;3;10;2.5;0.8790697674
68X36;256;3;10;3;0.8906976744
68X36;256;5;2;2;0.9604651163
68X36;256;5;2;2.5;0.9581395349
68X36;256;5;2;3;0.9604651163
68X36;256;5;4;2;0.9627906977
68X36;256;5;4;2.5;0.9581395349
68X36;256;5;4;3;0.9627906977
68X36;256;5;6;2;0.9488372093
68X36;256;5;6;2.5;0.9465116279
68X36;256;5;6;3;0.9511627907
68X36;256;5;8;2;0.9534883721
68X36;256;5;8;2.5;0.9534883721
68X36;256;5;8;3;0.9534883721
68X36;256;5;10;2;0.9558139535
68X36;256;5;10;2.5;0.9488372093
68X36;256;5;10;3;0.9488372093
68X36;256;7;2;2;0.9697674419
68X36;256;7;2;2.5;0.9651162791
68X36;256;7;2;3;0.9627906977
68X36;256;7;4;2;0.976744186
68X36;256;7;4;2.5;0.9790697674
68X36;256;7;4;3;0.9813953488
68X36;256;7;6;2;0.9720930233
68X36;256;7;6;2.5;0.9697674419
68X36;256;7;6;3;0.9674418605
68X36;256;7;8;2;0.9651162791
68X36;256;7;8;2.5;0.9697674419
68X36;256;7;8;3;0.9697674419
68X36;256;7;10;2;0.9697674419
68X36;256;7;10;2.5;0.9697674419
68X36;256;7;10;3;0.9744186047
68X36;256;9;2;2;0.9674418605
68X36;256;9;2;2.5;0.9674418605
68X36;256;9;2;3;0.9674418605
68X36;256;9;4;2;0.9720930233
68X36;256;9;4;2.5;0.9697674419
68X36;256;9;4;3;0.9651162791
68X36;256;9;6;2;0.9720930233
68X36;256;9;6;2.5;0.9744186047
68X36;256;9;6;3;0.9744186047
68X36;256;9;8;2;0.9720930233
68X36;256;9;8;2.5;0.9720930233
68X36;256;9;8;3;0.9697674419
68X36;256;9;10;2;0.9604651163
68X36;256;9;10;2.5;0.9558139535
68X36;256;9;10;3;0.9581395349
9x5;8;1;2;2;0.023255814
9x5;8;1;2;2.5;0.023255814
9x5;8;1;2;3;0.023255814
9x5;8;1;4;2;0.023255814
9x5;8;1;4;2.5;0.023255814
9x5;8;1;4;3;0.023255814
9x5;8;1;6;2;0.023255814
9x5;8;1;6;2.5;0.023255814
9x5;8;1;6;3;0.023255814
9x5;8;1;8;2;0.023255814
9x5;8;1;8;2.5;0.023255814
9x5;8;1;8;3;0.023255814
9x5;8;1;10;2;0.023255814
9x5;8;1;10;2.5;0.023255814
9x5;8;1;10;3;0.023255814
9x5;8;3;2;2;0.023255814
9x5;8;3;2;2.5;0.023255814
9x5;8;3;2;3;0.023255814
9x5;8;3;4;2;0.023255814
9x5;8;3;4;2.5;0.023255814
9x5;8;3;4;3;0.023255814
9x5;8;3;6;2;0.023255814
9x5;8;3;6;2.5;0.023255814
9x5;8;3;6;3;0.023255814
9x5;8;3;8;2;0.023255814
9x5;8;3;8;2.5;0.023255814
9x5;8;3;8;3;0.023255814
9x5;8;3;10;2;0.023255814
9x5;8;3;10;2.5;0.023255814
9x5;8;3;10;3;0.023255814
9x5;8;5;2;2;0.023255814
9x5;8;5;2;2.5;0.023255814
9x5;8;5;2;3;0.023255814
9x5;8;5;4;2;0.023255814
9x5;8;5;4;2.5;0.023255814
9x5;8;5;4;3;0.023255814
9x5;8;5;6;2;0.023255814
9x5;8;5;6;2.5;0.023255814
9x5;8;5;6;3;0.023255814
9x5;8;5;8;2;0.023255814
9x5;8;5;8;2.5;0.023255814
9x5;8;5;8;3;0.023255814
9x5;8;5;10;2;0.023255814
9x5;8;5;10;2.5;0.023255814
9x5;8;5;10;3;0.023255814
9x5;8;7;2;2;0.023255814
9x5;8;7;2;2.5;0.023255814
9x5;8;7;2;3;0.023255814
9x5;8;7;4;2;0.023255814
9x5;8;7;4;2.5;0.023255814
9x5;8;7;4;3;0.023255814
9x5;8;7;6;2;0.023255814
9x5;8;7;6;2.5;0.023255814
9x5;8;7;6;3;0.023255814
9x5;8;7;8;2;0.023255814
9x5;8;7;8;2.5;0.023255814
9x5;8;7;8;3;0.023255814
9x5;8;7;10;2;0.023255814
9x5;8;7;10;2.5;0.023255814
9x5;8;7;10;3;0.023255814
9x5;8;9;2;2;0.023255814
9x5;8;9;2;2.5;0.023255814
9x5;8;9;2;3;0.023255814
9x5;8;9;4;2;0.023255814
9x5;8;9;4;2.5;0.023255814
9x5;8;9;4;3;0.023255814
9x5;8;9;6;2;0.023255814
9x5;8;9;6;2.5;0.023255814
9x5;8;9;6;3;0.023255814
9x5;8;9;8;2;0.023255814
9x5;8;9;8;2.5;0.023255814
9x5;8;9;8;3;0.023255814
9x5;8;9;10;2;0.023255814
9x5;8;9;10;2.5;0.023255814
9x5;8;9;10;3;0.023255814
9x5;16;1;2;2;0.023255814
9x5;16;1;2;2.5;0.023255814
9x5;16;1;2;3;0.023255814
9x5;16;1;4;2;0.023255814
9x5;16;1;4;2.5;0.023255814
9x5;16;1;4;3;0.023255814
9x5;16;1;6;2;0.023255814
9x5;16;1;6;2.5;0.023255814
9x5;16;1;6;3;0.023255814
9x5;16;1;8;2;0.023255814
9x5;16;1;8;2.5;0.0255813953
9x5;16;1;8;3;0.0255813953
9x5;16;1;10;2;0.0255813953
9x5;16;1;10;2.5;0.0255813953
9x5;16;1;10;3;0.0255813953
9x5;16;3;2;2;0.0255813953
9x5;16;3;2;2.5;0.0255813953
9x5;16;3;2;3;0.023255814
9x5;16;3;4;2;0.0302325581
9x5;16;3;4;2.5;0.0325581395
9x5;16;3;4;3;0.0348837209
9x5;16;3;6;2;0.0395348837
9x5;16;3;6;2.5;0.0348837209
9x5;16;3;6;3;0.0325581395
9x5;16;3;8;2;0.0418604651
9x5;16;3;8;2.5;0.0395348837
9x5;16;3;8;3;0.0418604651
9x5;16;3;10;2;0.0395348837
9x5;16;3;10;2.5;0.0372093023
9x5;16;3;10;3;0.0348837209
9x5;16;5;2;2;0.1069767442
9x5;16;5;2;2.5;0.0953488372
9x5;16;5;2;3;0.1046511628
9x5;16;5;4;2;0.1372093023
9x5;16;5;4;2.5;0.1325581395
9x5;16;5;4;3;0.1325581395
9x5;16;5;6;2;0.1488372093
9x5;16;5;6;2.5;0.1348837209
9x5;16;5;6;3;0.123255814
9x5;16;5;8;2;0.1348837209
9x5;16;5;8;2.5;0.1348837209
9x5;16;5;8;3;0.1209302326
9x5;16;5;10;2;0.1604651163
9x5;16;5;10;2.5;0.1441860465
9x5;16;5;10;3;0.1418604651
9x5;16;7;2;2;0.1348837209
9x5;16;7;2;2.5;0.1325581395
9x5;16;7;2;3;0.1186046512
9x5;16;7;4;2;0.1674418605
9x5;16;7;4;2.5;0.1534883721
9x5;16;7;4;3;0.1488372093
9x5;16;7;6;2;0.1720930233
9x5;16;7;6;2.5;0.1627906977
9x5;16;7;6;3;0.1395348837
9x5;16;7;8;2;0.1697674419
9x5;16;7;8;2.5;0.1697674419
9x5;16;7;8;3;0.1441860465
9x5;16;7;10;2;0.1627906977
9x5;16;7;10;2.5;0.1558139535
9x5;16;7;10;3;0.1348837209
9x5;16;9;2;2;0.1418604651
9x5;16;9;2;2.5;0.1279069767
9x5;16;9;2;3;0.1186046512
9x5;16;9;4;2;0.1139534884
9x5;16;9;4;2.5;0.1093023256
9x5;16;9;4;3;0.0976744186
9x5;16;9;6;2;0.123255814
9x5;16;9;6;2.5;0.1162790698
9x5;16;9;6;3;0.1069767442
9x5;16;9;8;2;0.1418604651
9x5;16;9;8;2.5;0.1348837209
9x5;16;9;8;3;0.1255813953
9x5;16;9;10;2;0.1674418605
9x5;16;9;10;2.5;0.1395348837
9x5;16;9;10;3;0.1302325581
9x5;32;1;2;2;0.023255814
9x5;32;1;2;2.5;0.023255814
9x5;32;1;2;3;0.023255814
9x5;32;1;4;2;0.0279069767
9x5;32;1;4;2.5;0.0255813953
9x5;32;1;4;3;0.0255813953
9x5;32;1;6;2;0.0255813953
9x5;32;1;6;2.5;0.0255813953
9x5;32;1;6;3;0.0255813953
9x5;32;1;8;2;0.0255813953
9x5;32;1;8;2.5;0.0255813953
9x5;32;1;8;3;0.023255814
9x5;32;1;10;2;0.0255813953
9x5;32;1;10;2.5;0.0255813953
9x5;32;1;10;3;0.0255813953
9x5;32;3;2;2;0.2093023256
9x5;32;3;2;2.5;0.2186046512
9x5;32;3;2;3;0.2093023256
9x5;32;3;4;2;0.2581395349
9x5;32;3;4;2.5;0.2511627907
9x5;32;3;4;3;0.2674418605
9x5;32;3;6;2;0.3046511628
9x5;32;3;6;2.5;0.2790697674
9x5;32;3;6;3;0.2744186047
9x5;32;3;8;2;0.3046511628
9x5;32;3;8;2.5;0.2953488372
9x5;32;3;8;3;0.2813953488
9x5;32;3;10;2;0.3209302326
9x5;32;3;10;2.5;0.311627907
9x5;32;3;10;3;0.2930232558
9x5;32;5;2;2;0.476744186
9x5;32;5;2;2.5;0.4511627907
9x5;32;5;2;3;0.4465116279
9x5;32;5;4;2;0.5372093023
9x5;32;5;4;2.5;0.5209302326
9x5;32;5;4;3;0.5162790698
9x5;32;5;6;2;0.5790697674
9x5;32;5;6;2.5;0.5720930233
9x5;32;5;6;3;0.5651162791
9x5;32;5;8;2;0.5906976744
9x5;32;5;8;2.5;0.5860465116
9x5;32;5;8;3;0.5837209302
9x5;32;5;10;2;0.6209302326
9x5;32;5;10;2.5;0.5930232558
9x5;32;5;10;3;0.6046511628
9x5;32;7;2;2;0.5837209302
9x5;32;7;2;2.5;0.5744186047
9x5;32;7;2;3;0.5604651163
9x5;32;7;4;2;0.5953488372
9x5;32;7;4;2.5;0.6023255814
9x5;32;7;4;3;0.5930232558
9x5;32;7;6;2;0.6581395349
9x5;32;7;6;2.5;0.6372093023
9x5;32;7;6;3;0.6279069767
9x5;32;7;8;2;0.6604651163
9x5;32;7;8;2.5;0.6837209302
9x5;32;7;8;3;0.6534883721
9x5;32;7;10;2;0.6581395349
9x5;32;7;10;2.5;0.6581395349
9x5;32;7;10;3;0.6534883721
9x5;32;9;2;2;0.5069767442
9x5;32;9;2;2.5;0.5139534884
9x5;32;9;2;3;0.5
9x5;32;9;4;2;0.5720930233
9x5;32;9;4;2.5;0.5720930233
9x5;32;9;4;3;0.5581395349
9x5;32;9;6;2;0.6046511628
9x5;32;9;6;2.5;0.6023255814
9x5;32;9;6;3;0.5837209302
9x5;32;9;8;2;0.6093023256
9x5;32;9;8;2.5;0.6093023256
9x5;32;9;8;3;0.6
9x5;32;9;10;2;0.623255814
9x5;32;9;10;2.5;0.6093023256
9x5;32;9;10;3;0.6046511628
9x5;64;1;2;2;0.1209302326
9x5;64;1;2;2.5;0.1186046512
9x5;64;1;2;3;0.123255814
9x5;64;1;4;2;0.1255813953
9x5;64;1;4;2.5;0.1162790698
9x5;64;1;4;3;0.1139534884
9x5;64;1;6;2;0.1395348837
9x5;64;1;6;2.5;0.1441860465
9x5;64;1;6;3;0.1348837209
9x5;64;1;8;2;0.1604651163
9x5;64;1;8;2.5;0.1604651163
9x5;64;1;8;3;0.1488372093
9x5;64;1;10;2;0.1744186047
9x5;64;1;10;2.5;0.1674418605
9x5;64;1;10;3;0.1697674419
9x5;64;3;2;2;0.7604651163
9x5;64;3;2;2.5;0.7534883721
9x5;64;3;2;3;0.7302325581
9x5;64;3;4;2;0.7976744186
9x5;64;3;4;2.5;0.8046511628
9x5;64;3;4;3;0.7953488372
9x5;64;3;6;2;0.8023255814
9x5;64;3;6;2.5;0.7953488372
9x5;64;3;6;3;0.7790697674
9x5;64;3;8;2;0.788372093
9x5;64;3;8;2.5;0.788372093
9x5;64;3;8;3;0.7744186047
9x5;64;3;10;2;0.7906976744
9x5;64;3;10;2.5;0.776744186
9x5;64;3;10;3;0.7790697674
9x5;64;5;2;2;0.8720930233
9x5;64;5;2;2.5;0.8720930233
9x5;64;5;2;3;0.8697674419
9x5;64;5;4;2;0.8860465116
9x5;64;5;4;2.5;0.8860465116
9x5;64;5;4;3;0.8860465116
9x5;64;5;6;2;0.876744186
9x5;64;5;6;2.5;0.8744186047
9x5;64;5;6;3;0.876744186
9x5;64;5;8;2;0.8837209302
9x5;64;5;8;2.5;0.8744186047
9x5;64;5;8;3;0.8720930233
9x5;64;5;10;2;0.8720930233
9x5;64;5;10;2.5;0.876744186
9x5;64;5;10;3;0.8744186047
9x5;64;7;2;2;0.8790697674
9x5;64;7;2;2.5;0.8860465116
9x5;64;7;2;3;0.8720930233
9x5;64;7;4;2;0.9093023256
9x5;64;7;4;2.5;0.9046511628
9x5;64;7;4;3;0.8976744186
9x5;64;7;6;2;0.8953488372
9x5;64;7;6;2.5;0.8860465116
9x5;64;7;6;3;0.8906976744
9x5;64;7;8;2;0.9023255814
9x5;64;7;8;2.5;0.8976744186
9x5;64;7;8;3;0.8813953488
9x5;64;7;10;2;0.8953488372
9x5;64;7;10;2.5;0.9
9x5;64;7;10;3;0.8976744186
9x5;64;9;2;2;0.8720930233
9x5;64;9;2;2.5;0.8720930233
9x5;64;9;2;3;0.8697674419
9x5;64;9;4;2;0.8953488372
9x5;64;9;4;2.5;0.8930232558
9x5;64;9;4;3;0.8953488372
9x5;64;9;6;2;0.9
9x5;64;9;6;2.5;0.9
9x5;64;9;6;3;0.9023255814
9x5;64;9;8;2;0.8860465116
9x5;64;9;8;2.5;0.8860465116
9x5;64;9;8;3;0.888372093
9x5;64;9;10;2;0.888372093
9x5;64;9;10;2.5;0.8860465116
9x5;64;9;10;3;0.8720930233
9x5;128;1;2;2;0.276744186
9x5;128;1;2;2.5;0.2790697674
9x5;128;1;2;3;0.2651162791
9x5;128;1;4;2;0.3860465116
9x5;128;1;4;2.5;0.3674418605
9x5;128;1;4;3;0.3488372093
9x5;128;1;6;2;0.4139534884
9x5;128;1;6;2.5;0.3837209302
9x5;128;1;6;3;0.3906976744
9x5;128;1;8;2;0.4209302326
9x5;128;1;8;2.5;0.4302325581
9x5;128;1;8;3;0.4093023256
9x5;128;1;10;2;0.4465116279
9x5;128;1;10;2.5;0.4418604651
9x5;128;1;10;3;0.4209302326
9x5;128;3;2;2;0.9
9x5;128;3;2;2.5;0.8930232558
9x5;128;3;2;3;0.8813953488
9x5;128;3;4;2;0.8976744186
9x5;128;3;4;2.5;0.8837209302
9x5;128;3;4;3;0.8860465116
9x5;128;3;6;2;0.8860465116
9x5;128;3;6;2.5;0.8837209302
9x5;128;3;6;3;0.8837209302
9x5;128;3;8;2;0.8674418605
9x5;128;3;8;2.5;0.8697674419
9x5;128;3;8;3;0.8813953488
9x5;128;3;10;2;0.8627906977
9x5;128;3;10;2.5;0.8651162791
9x5;128;3;10;3;0.8651162791
9x5;128;5;2;2;0.9395348837
9x5;128;5;2;2.5;0.9279069767
9x5;128;5;2;3;0.9372093023
9x5;128;5;4;2;0.9325581395
9x5;128;5;4;2.5;0.9372093023
9x5;128;5;4;3;0.9395348837
9x5;128;5;6;2;0.9348837209
9x5;128;5;6;2.5;0.9325581395
9x5;128;5;6;3;0.9348837209
9x5;128;5;8;2;0.9302325581
9x5;128;5;8;2.5;0.9372093023
9x5;128;5;8;3;0.9325581395
9x5;128;5;10;2;0.9372093023
9x5;128;5;10;2.5;0.9325581395
9x5;128;5;10;3;0.9302325581
9x5;128;7;2;2;0.9418604651
9x5;128;7;2;2.5;0.9488372093
9x5;128;7;2;3;0.9418604651
9x5;128;7;4;2;0.9604651163
9x5;128;7;4;2.5;0.9511627907
9x5;128;7;4;3;0.9558139535
9x5;128;7;6;2;0.9511627907
9x5;128;7;6;2.5;0.9534883721
9x5;128;7;6;3;0.9581395349
9x5;128;7;8;2;0.9534883721
9x5;128;7;8;2.5;0.9604651163
9x5;128;7;8;3;0.9604651163
9x5;128;7;10;2;0.9558139535
9x5;128;7;10;2.5;0.9604651163
9x5;128;7;10;3;0.9581395349
9x5;128;9;2;2;0.9511627907
9x5;128;9;2;2.5;0.9465116279
9x5;128;9;2;3;0.9488372093
9x5;128;9;4;2;0.9441860465
9x5;128;9;4;2.5;0.9418604651
9x5;128;9;4;3;0.9488372093
9x5;128;9;6;2;0.9488372093
9x5;128;9;6;2.5;0.9465116279
9x5;128;9;6;3;0.9441860465
9x5;128;9;8;2;0.9558139535
9x5;128;9;8;2.5;0.9465116279
9x5;128;9;8;3;0.9488372093
9x5;128;9;10;2;0.9558139535
9x5;128;9;10;2.5;0.9511627907
9x5;128;9;10;3;0.9418604651
9x5;256;1;2;2;0.5813953488
9x5;256;1;2;2.5;0.6
9x5;256;1;2;3;0.6069767442
9x5;256;1;4;2;0.6488372093
9x5;256;1;4;2.5;0.6581395349
9x5;256;1;4;3;0.6581395349
9x5;256;1;6;2;0.6627906977
9x5;256;1;6;2.5;0.6488372093
9x5;256;1;6;3;0.6488372093
9x5;256;1;8;2;0.6488372093
9x5;256;1;8;2.5;0.6511627907
9x5;256;1;8;3;0.6511627907
9x5;256;1;10;2;0.6790697674
9x5;256;1;10;2.5;0.6744186047
9x5;256;1;10;3;0.6511627907
9x5;256;3;2;2;0.9186046512
9x5;256;3;2;2.5;0.9186046512
9x5;256;3;2;3;0.9186046512
9x5;256;3;4;2;0.9186046512
9x5;256;3;4;2.5;0.9209302326
9x5;256;3;4;3;0.911627907
9x5;256;3;6;2;0.9
9x5;256;3;6;2.5;0.9093023256
9x5;256;3;6;3;0.9139534884
9x5;256;3;8;2;0.8930232558
9x5;256;3;8;2.5;0.8930232558
9x5;256;3;8;3;0.8860465116
9x5;256;3;10;2;0.8837209302
9x5;256;3;10;2.5;0.8930232558
9x5;256;3;10;3;0.8930232558
9x5;256;5;2;2;0.9604651163
9x5;256;5;2;2.5;0.9511627907
9x5;256;5;2;3;0.9558139535
9x5;256;5;4;2;0.9558139535
9x5;256;5;4;2.5;0.9604651163
9x5;256;5;4;3;0.9511627907
9x5;256;5;6;2;0.9488372093
9x5;256;5;6;2.5;0.9488372093
9x5;256;5;6;3;0.9488372093
9x5;256;5;8;2;0.9488372093
9x5;256;5;8;2.5;0.9534883721
9x5;256;5;8;3;0.9534883721
9x5;256;5;10;2;0.9441860465
9x5;256;5;10;2.5;0.9488372093
9x5;256;5;10;3;0.9465116279
9x5;256;7;2;2;0.9604651163
9x5;256;7;2;2.5;0.9674418605
9x5;256;7;2;3;0.9674418605
9x5;256;7;4;2;0.9651162791
9x5;256;7;4;2.5;0.9697674419
9x5;256;7;4;3;0.9674418605
9x5;256;7;6;2;0.9627906977
9x5;256;7;6;2.5;0.9651162791
9x5;256;7;6;3;0.9651162791
9x5;256;7;8;2;0.976744186
9x5;256;7;8;2.5;0.9720930233
9x5;256;7;8;3;0.9697674419
9x5;256;7;10;2;0.9674418605
9x5;256;7;10;2.5;0.9604651163
9x5;256;7;10;3;0.9604651163
9x5;256;9;2;2;0.9558139535
9x5;256;9;2;2.5;0.9581395349
9x5;256;9;2;3;0.9627906977
9x5;256;9;4;2;0.9534883721
9x5;256;9;4;2.5;0.9558139535
9x5;256;9;4;3;0.9581395349
9x5;256;9;6;2;0.976744186
9x5;256;9;6;2.5;0.9744186047
9x5;256;9;6;3;0.9697674419
9x5;256;9;8;2;0.9674418605
9x5;256;9;8;2.5;0.9697674419
9x5;256;9;8;3;0.9697674419
9x5;256;9;10;2;0.9651162791
9x5;256;9;10;2.5;0.9604651163
9x5;256;9;10;3;0.9627906977
