# Data set: UBBR11.txt, num_samples: 421
# Data set: UBBR11.pe,  num_samples: 168
# 058: wnn_predicted_return:  0.055682, target_return:  0.030286, wnn_error: -0.025396, rna_error:  0.078077
#
2008-12-24 Wed ;  0.000000 ; -0.091664 ;  0.091664
# 059: wnn_predicted_return: -0.091664, target_return:  0.000000, wnn_error:  0.091664, rna_error: -0.046053
#
2008-12-31 Wed ;  0.000000 ;  0.007995 ; -0.007995
# 060: wnn_predicted_return:  0.007995, target_return:  0.000000, wnn_error: -0.007995, rna_error: -0.078555
#
2009-01-07 Wed ; -0.055546 ;  0.058394 ; -0.113940
# 061: wnn_predicted_return:  0.058394, target_return: -0.055546, wnn_error: -0.113940, rna_error: -0.038390
#
2009-01-14 Wed ; -0.151250 ;  0.026229 ; -0.177479
# 062: wnn_predicted_return:  0.026229, target_return: -0.151250, wnn_error: -0.177479, rna_error: -0.135280
#
2009-01-21 Wed ; -0.030191 ; -0.054770 ;  0.024579
# 063: wnn_predicted_return: -0.054770, target_return: -0.030191, wnn_error:  0.024579, rna_error:  0.135036
#
2009-01-28 Wed ;  0.047077 ;  0.013703 ;  0.033374
# 064: wnn_predicted_return:  0.013703, target_return:  0.047077, wnn_error:  0.033374, rna_error:  0.084326
#
